mag_id	full_id	raw_mag_id	origin	type	clean_id	raw_id	domain	phylum	class	order	family	genus	species	Completeness	Contamination	Coverage	Quality	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	n_bases	studyId	sampleId	runId
Staphylococcus_kloosii_HQ_bin.2.DO_IRD_Fa_MM1_4.strict.fa	Sta.klo_HQ_RMM4	bin.2.DO_IRD_Fa_MM1_4.strict	couscous	couscous	RMM4	DO_IRD_Fa_MM1_4	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus kloosii	99.4	0.15	47.52	HQ	84349	288.236733	2400268	0.33	2412	103	215758	114072195	ERP189200	ERS29072682	ERR16918865
Staphylococcus_kloosii_HQ_bin.3.DO_IRD_Fa_MM1_1.strict.fa	Sta.klo_HQ_RMM1	bin.3.DO_IRD_Fa_MM1_1.strict	couscous	couscous	RMM1	DO_IRD_Fa_MM1_1	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus kloosii	95.51	0.08	47.92	HQ	49179	283.527287	2507392	0.33	2547	138	166248	120143832	ERP189200	ERS29072682	ERR16918865
Staphylococcus_kloosii_HQ_bin.3.DO_IRD_Fa_MM1_5.strict.fa	Sta.klo_HQ_RMM5	bin.3.DO_IRD_Fa_MM1_5.strict	couscous	couscous	RMM5	DO_IRD_Fa_MM1_5	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus kloosii	93.77	0.09	26.54	HQ	62289	283.9328537	2484400	0.33	2502	128	164937	65932150	ERP189200	ERS29072682	ERR16918865
Staphylococcus_kloosii_HQ_bin.5.DO_IRD_Fa_Ma2_4.strict.fa	Sta.klo_HQ_FMa04	bin.5.DO_IRD_Fa_Ma2_4.strict	couscous	couscous	FMa04	DO_IRD_Fa_Ma2_4	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus kloosii	100	1.51	18.27	HQ	62279	273.5249914	2800241	0.33	2901	291	232871	51150108	ERP189200	ERS29072682	ERR16918865
Staphylococcus_kloosii_HQ_bin.6.DO_IRD_Fa_So2_1.strict.fa	Sta.klo_HQ_FSo01	bin.6.DO_IRD_Fa_So2_1.strict	couscous	couscous	FSo01	DO_IRD_Fa_So2_1	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus kloosii	99.92	1.25	11.87	HQ	60560	273.1591301	2768302	0.33	2897	217	184538	32846569	ERP189200	ERS29072682	ERR16918865
Staphylococcus_kloosii_HQ_bin.8.DO_IRD_Fa_MM2_2.strict.fa	Sta.klo_HQ_FMM2	bin.8.DO_IRD_Fa_MM2_2.strict	couscous	couscous	FMM2	DO_IRD_Fa_MM2_2	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus kloosii	99.92	0.34	29.78	HQ	77443	270.8134121	2750877	0.33	2878	275	241506	81913264	ERP189200	ERS29072683	ERR16922668
Staphylococcus_kloosii_MQ_bin.2.DO_IRD_Fa_So2_4.strict.fa	Sta.klo_MQ_FSo04	bin.2.DO_IRD_Fa_So2_4.strict	couscous	couscous	FSo04	DO_IRD_Fa_So2_4	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus kloosii	62.98	0.51	7.38	MQ	3735	226.1758443	2165786	0.32	2724	703	17868	15990778	ERP189200	ERS29072683	ERR16922668
Staphylococcus_kloosii_MQ_bin.4.DO_IRD_Fa_Mi2_3.strict.fa	Sta.klo_MQ_FMi03	bin.4.DO_IRD_Fa_Mi2_3.strict	couscous	couscous	FMi03	DO_IRD_Fa_Mi2_3	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus kloosii	59.58	0.13	11.93	MQ	41915	280.6934769	1539947	0.33	1579	128	211599	18367512	ERP189200	ERS29072683	ERR16922668
Staphylococcus_kloosii_MQ_bin.4.DO_IRD_Fa_So2_2.strict.fa	Sta.klo_MQ_FSo02	bin.4.DO_IRD_Fa_So2_2.strict	couscous	couscous	FSo02	DO_IRD_Fa_So2_2	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus kloosii	66.88	6.03	9.49	MQ	3622	219.1504078	2403238	0.33	3065	859	20253	22809755	ERP189200	ERS29072669	ERR16922683
Unclassified_HQ_bin.2.DO_IRD_Fa_MM1_5.strict.fa	Unk_HQ_RMM5	bin.2.DO_IRD_Fa_MM1_5.strict	couscous	couscous	RMM5	DO_IRD_Fa_MM1_5	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Unclassified	93.86	2.86	7.40	HQ	42750	272.0287273	2597383	0.32	2750	222	179794	19228883	ERP189200	ERS29072669	ERR16922683
Unclassified_HQ_bin.4.DO_IRD_Fa_MM1_2.strict.fa	Unk_HQ_RMM2	bin.4.DO_IRD_Fa_MM1_2.strict	couscous	couscous	RMM2	DO_IRD_Fa_MM1_2	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Unclassified	95.28	0.03	10.04	HQ	122432	298.5540422	2347843	0.32	2276	80	275259	23563705	ERP189200	ERS29072669	ERR16922683
Unclassified_MQ_bin.1.DO_IRD_Fa_So2_1.strict.fa	Unk1_MQ_FSo01	bin.1.DO_IRD_Fa_So2_1.strict	couscous	couscous	FSo01	DO_IRD_Fa_So2_1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Unclassified	65.22	1.55	6.97	MQ	5834	247.5270588	1421276	0.37	1700	329	28382	9899814	ERP189200	ERS29072669	ERR16922683
Unclassified_MQ_bin.9.DO_IRD_Fa_So2_1.strict.fa	Unk9_MQ_FSo01	bin.9.DO_IRD_Fa_So2_1.strict	couscous	couscous	FSo01	DO_IRD_Fa_So2_1	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Micrococcaceae	Rothia	Unclassified	56.44	0.18	5.03	MQ	4025	277.7537448	1551235	0.7	1669	448	28185	7798941	ERP189200	ERS29072669	ERR16922683
Weissella_cibaria_MQ_bin.1.DO_IRD_Fa_Mi2_4.strict.fa	Wei.cib_MQ_FMi04	bin.1.DO_IRD_Fa_Mi2_4.strict	couscous	couscous	FMi04	DO_IRD_Fa_Mi2_4	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella cibaria	73.86	4	31.98	MQ	13085	255.7780488	1826133	0.45	2050	377	71778	58394379	ERP189200	ERS29072669	ERR16922683
Weissella_cibaria_MQ_bin.1.DO_IRD_Fa_MM1_3.strict.fa	Wei.cib_MQ_RMM3	bin.1.DO_IRD_Fa_MM1_3.strict	couscous	couscous	RMM3	DO_IRD_Fa_MM1_3	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella cibaria	74.02	5.05	10.17	MQ	11801	267.7945586	1639179	0.45	1801	282	44348	16665549	ERP189200	ERS29072669	ERR16922683
Weissella_cibaria_MQ_bin.1.DO_IRD_Fa_MM1_5.strict.fa	Wei.cib_MQ_RMM5	bin.1.DO_IRD_Fa_MM1_5.strict	couscous	couscous	RMM5	DO_IRD_Fa_MM1_5	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella cibaria	63.79	2.33	3.85	MQ	5220	250.7906137	1402752	0.45	1662	349	20775	5405823	ERP189200	ERS29072669	ERR16922683
Weissella_cibaria_MQ_bin.1.DO_IRD_Fa_MM2_2.strict.fa	Wei.cib_MQ_FMM2	bin.1.DO_IRD_Fa_MM2_2.strict	couscous	couscous	FMM2	DO_IRD_Fa_MM2_2	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella cibaria	69.68	5.36	52.77	MQ	8541	248.1438214	1680975	0.45	1926	441	33281	88710268	ERP189200	ERS29072669	ERR16922683
Weissella_cibaria_MQ_bin.2.DO_IRD_Fa_Ma2_5.strict.fa	Wei.cib_MQ_FMa05	bin.2.DO_IRD_Fa_Ma2_5.strict	couscous	couscous	FMa05	DO_IRD_Fa_Ma2_5	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella cibaria	76.71	1.28	24.15	MQ	9983	248.6450022	1919407	0.44	2231	476	37822	46361574	ERP189200	ERS29072669	ERR16922683
Weissella_cibaria_MQ_bin.2.DO_IRD_Fa_Mi2_5.strict.fa	Wei.cib_MQ_FMi05	bin.2.DO_IRD_Fa_Mi2_5.strict	couscous	couscous	FMi05	DO_IRD_Fa_Mi2_5	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella cibaria	77.71	6.84	50.01	MQ	15608	267.8634247	1779285	0.45	1933	305	94241	88984037	ERP189200	ERS29072670	ERR16922684
Weissella_cibaria_MQ_bin.2.DO_IRD_Fa_MM2_1.strict.fa	Wei.cib_MQ_FMM1	bin.2.DO_IRD_Fa_MM2_1.strict	couscous	couscous	FMM1	DO_IRD_Fa_MM2_1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella cibaria	70.65	8.48	48.75	MQ	7182	237.0982309	1793350	0.45	2148	552	28530	87417010	ERP189200	ERS29072670	ERR16922684
Weissella_cibaria_MQ_bin.2.DO_IRD_Fa_MM2_3.strict.fa	Wei.cib_MQ_FMM3	bin.2.DO_IRD_Fa_MM2_3.strict	couscous	couscous	FMM3	DO_IRD_Fa_MM2_3	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella cibaria	72.13	7.07	21.88	MQ	9097	253.8710145	1811569	0.44	2070	416	44848	39646159	ERP189200	ERS29072670	ERR16922684
Weissella_cibaria_MQ_bin.3.DO_IRD_Fa_Ma2_3.strict.fa	Wei.cib_MQ_FMa03	bin.3.DO_IRD_Fa_Ma2_3.strict	couscous	couscous	FMa03	DO_IRD_Fa_Ma2_3	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella cibaria	77.38	2.45	14.77	MQ	12566	270.245559	1758983	0.45	1914	279	48875	25972081	ERP189200	ERS29072670	ERR16922684
Weissella_cibaria_MQ_bin.3.DO_IRD_Fa_Mi2_2.strict.fa	Wei.cib_MQ_FMi02	bin.3.DO_IRD_Fa_Mi2_2.strict	couscous	couscous	FMi02	DO_IRD_Fa_Mi2_2	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella cibaria	73.69	3.74	35.63	MQ	16201	266.1032731	1603215	0.45	1772	253	66733	57120923	ERP189200	ERS29072670	ERR16922684
Weissella_cibaria_MQ_bin.3.DO_IRD_Fa_So2_2.strict.fa	Wei.cib_MQ_FSo02	bin.3.DO_IRD_Fa_So2_2.strict	couscous	couscous	FSo02	DO_IRD_Fa_So2_2	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella cibaria	62.96	6.84	69.47	MQ	4933	215.3538462	1626322	0.45	2145	713	36809	112988481	ERP189200	ERS29072671	ERR16922685
Weissella_cibaria_MQ_bin.4.DO_IRD_Fa_Ma2_4.strict.fa	Wei.cib_MQ_FMa04	bin.4.DO_IRD_Fa_Ma2_4.strict	couscous	couscous	FMa04	DO_IRD_Fa_Ma2_4	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella cibaria	78.42	5.32	28.14	MQ	9371	241.6010904	1865165	0.45	2201	460	38622	52480592	ERP189200	ERS29072671	ERR16922685
Weissella_cibaria_MQ_bin.5.DO_IRD_Fa_Ma2_1.strict.fa	Wei.cib_MQ_FMa01	bin.5.DO_IRD_Fa_Ma2_1.strict	couscous	couscous	FMa01	DO_IRD_Fa_Ma2_1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella cibaria	81.5	5.76	23.89	MQ	9994	253.4167776	1962475	0.45	2253	439	37688	46888418	ERP189200	ERS29072672	ERR16922686
Weissella_cibaria_MQ_bin.5.DO_IRD_Fa_Mi2_3.strict.fa	Wei.cib_MQ_FMi03	bin.5.DO_IRD_Fa_Mi2_3.strict	couscous	couscous	FMi03	DO_IRD_Fa_Mi2_3	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella cibaria	74.12	3.7	38.99	MQ	9857	246.459433	1755494	0.45	2046	448	55127	68450361	ERP189200	ERS29072672	ERR16922686
Weissella_cibaria_MQ_bin.6.DO_IRD_Fa_So2_4.strict.fa	Wei.cib_MQ_FSo04	bin.6.DO_IRD_Fa_So2_4.strict	couscous	couscous	FSo04	DO_IRD_Fa_So2_4	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella cibaria	66.32	7.01	61.65	MQ	6767	228.180241	1703709	0.45	2075	588	34731	105028132	ERP189200	ERS29072672	ERR16922686
Weissella_confusa_HQ_bin.1.DO_IRD_Fa_Ma1_4.strict.fa	Wei.con_HQ_RMa04	bin.1.DO_IRD_Fa_Ma1_4.strict	couscous	couscous	RMa04	DO_IRD_Fa_Ma1_4	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	92.14	0.64	7.07	HQ	33854	294.7037037	1747090	0.45	1755	130	104093	12355375	ERP189200	ERS29072672	ERR16922686
Weissella_confusa_HQ_bin.1.DO_IRD_Fa_So1_2.strict.fa	Wei.con_HQ_RSo02	bin.1.DO_IRD_Fa_So1_2.strict	couscous	couscous	RSo02	DO_IRD_Fa_So1_2	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	93.88	1.01	7.55	HQ	35204	290.5867631	1763865	0.45	1798	135	107614	13324208	ERP189200	ERS29072672	ERR16922686
Weissella_confusa_HQ_bin.4.DO_IRD_Fa_MM1_5.strict.fa	Wei.con_HQ_RMM5	bin.4.DO_IRD_Fa_MM1_5.strict	couscous	couscous	RMM5	DO_IRD_Fa_MM1_5	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	92.21	2.57	26.54	HQ	31655	287.8231156	2050337	0.45	1990	259	108400	54424500	ERP189200	ERS29072672	ERR16922686
Weissella_confusa_MQ_bin.1.DO_IRD_Fa_Ma1_1.strict.fa	Wei.con_MQ_RMa01	bin.1.DO_IRD_Fa_Ma1_1.strict	couscous	couscous	RMa01	DO_IRD_Fa_Ma1_1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	82.91	0.74	541.57	MQ	15576	280.58458	1643615	0.45	1738	205	67394	890131568	ERP189200	ERS29072654	ERR16930732
Weissella_confusa_MQ_bin.1.DO_IRD_Fa_Ma2_3.strict.fa	Wei.con_MQ_FMa03	bin.1.DO_IRD_Fa_Ma2_3.strict	couscous	couscous	FMa03	DO_IRD_Fa_Ma2_3	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	86.14	2.86	5.31	MQ	34192	282.5582717	1700428	0.45	1759	182	116875	9036706	ERP189200	ERS29072657	ERR16930735
Weissella_confusa_MQ_bin.1.DO_IRD_Fa_Ma2_5.strict.fa	Wei.con_MQ_FMa05	bin.1.DO_IRD_Fa_Ma2_5.strict	couscous	couscous	FMa05	DO_IRD_Fa_Ma2_5	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	79.67	1.41	387.02	MQ	41871	283.0531496	1493619	0.45	1524	158	171444	578062417	ERP189200	ERS29072644	ERR16930810
Weissella_confusa_MQ_bin.1.DO_IRD_Fa_Mi1_1.strict.fa	Wei.con_MQ_RMi01	bin.1.DO_IRD_Fa_Mi1_1.strict	couscous	couscous	RMi01	DO_IRD_Fa_Mi1_1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	59.74	1.44	532.40	MQ	2400	211.5242236	1186573	0.45	1610	602	14517	631730017	ERP189200	ERS29072674	ERR16916715
Weissella_confusa_MQ_bin.1.DO_IRD_Fa_Mi2_1.strict.fa	Wei.con_MQ_FMi01	bin.1.DO_IRD_Fa_Mi2_1.strict	couscous	couscous	FMi01	DO_IRD_Fa_Mi2_1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	86.2	0.59	2.77	MQ	42820	294.8922292	1785937	0.45	1763	157	176684	4948227	ERP189200	ERS29072674	ERR16916715
Weissella_confusa_MQ_bin.1.DO_IRD_Fa_MM1_4.strict.fa	Wei.con_MQ_RMM4	bin.1.DO_IRD_Fa_MM1_4.strict	couscous	couscous	RMM4	DO_IRD_Fa_MM1_4	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	82.92	1.07	209.14	MQ	23576	288.7215909	1545560	0.45	1584	105	105884	323233442	ERP189200	ERS29072674	ERR16916715
Weissella_confusa_MQ_bin.1.DO_IRD_Fa_MM2_3.strict.fa	Wei.con_MQ_FMM3	bin.1.DO_IRD_Fa_MM2_3.strict	couscous	couscous	FMM3	DO_IRD_Fa_MM2_3	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	80.35	5.49	5.41	MQ	27723	272.8704009	1718976	0.45	1821	246	91218	9296822	ERP189200	ERS29072674	ERR16916715
Weissella_confusa_MQ_bin.1.DO_IRD_Fa_So1_1.strict.fa	Wei.con_MQ_RSo01	bin.1.DO_IRD_Fa_So1_1.strict	couscous	couscous	RSo01	DO_IRD_Fa_So1_1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	68.09	0.11	646.35	MQ	37391	293.3212521	1209699	0.45	1214	75	98394	781894184	ERP189200	ERS29072675	ERR16916716
Weissella_confusa_MQ_bin.1.DO_IRD_Fa_So1_3.strict.fa	Wei.con_MQ_RSo03	bin.1.DO_IRD_Fa_So1_3.strict	couscous	couscous	RSo03	DO_IRD_Fa_So1_3	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	87.26	0.43	13.31	MQ	22449	284.638561	1711329	0.45	1779	170	79404	22784497	ERP189200	ERS29072675	ERR16916716
Weissella_confusa_MQ_bin.1.DO_IRD_Fa_So1_4.strict.fa	Wei.con_MQ_RSo04	bin.1.DO_IRD_Fa_So1_4.strict	couscous	couscous	RSo04	DO_IRD_Fa_So1_4	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	79.69	3.1	6.65	MQ	50876	297.643531	1498493	0.45	1484	84	82356	9966354	ERP189200	ERS29072675	ERR16916716
Weissella_confusa_MQ_bin.1.DO_IRD_Fa_So1_5.strict.fa	Wei.con_MQ_RSo05	bin.1.DO_IRD_Fa_So1_5.strict	couscous	couscous	RSo05	DO_IRD_Fa_So1_5	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	74.49	0.99	23.80	MQ	41723	291.0711268	1403919	0.45	1420	95	125554	33419293	ERP189200	ERS29072675	ERR16916716
Weissella_confusa_MQ_bin.10.DO_IRD_Fa_So2_1.strict.fa	Wei.con_MQ_FSo01	bin.10.DO_IRD_Fa_So2_1.strict	couscous	couscous	FSo01	DO_IRD_Fa_So2_1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	78	2.77	27.64	MQ	23390	274.1127252	1630212	0.45	1721	225	65079	45051513	ERP189200	ERS29072675	ERR16916716
Weissella_confusa_MQ_bin.2.DO_IRD_Fa_Mi2_2.strict.fa	Wei.con_MQ_FMi02	bin.2.DO_IRD_Fa_Mi2_2.strict	couscous	couscous	FMi02	DO_IRD_Fa_Mi2_2	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	71.31	0.74	621.96	MQ	25451	273.7931034	1326321	0.45	1392	195	81790	824919019	ERP189200	ERS29072675	ERR16916716
Weissella_confusa_MQ_bin.2.DO_IRD_Fa_Mi2_3.strict.fa	Wei.con_MQ_FMi03	bin.2.DO_IRD_Fa_Mi2_3.strict	couscous	couscous	FMi03	DO_IRD_Fa_Mi2_3	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	61.89	1.85	561.69	MQ	21079	263.1751412	1168835	0.45	1239	183	59105	656519565	ERP189200	ERS29072676	ERR16916717
Weissella_confusa_MQ_bin.2.DO_IRD_Fa_Mi2_4.strict.fa	Wei.con_MQ_FMi04	bin.2.DO_IRD_Fa_Mi2_4.strict	couscous	couscous	FMi04	DO_IRD_Fa_Mi2_4	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	72.55	2.15	554.30	MQ	23648	273.8554297	1431213	0.45	1501	188	77106	793324661	ERP189200	ERS29072676	ERR16916717
Weissella_confusa_MQ_bin.2.DO_IRD_Fa_MM2_5.strict.fa	Wei.con_MQ_FMM5	bin.2.DO_IRD_Fa_MM2_5.strict	couscous	couscous	FMM5	DO_IRD_Fa_MM2_5	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	71.49	6.67	1092.87	MQ	13765	240.990456	1623903	0.45	1886	435	64741	1774710517	ERP189200	ERS29072676	ERR16916717
Weissella_confusa_MQ_bin.3.DO_IRD_Fa_Mi2_5.strict.fa	Wei.con_MQ_FMi05	bin.3.DO_IRD_Fa_Mi2_5.strict	couscous	couscous	FMi05	DO_IRD_Fa_Mi2_5	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	73.83	2.04	548.31	MQ	32040	271.5686146	1437243	0.45	1523	197	90037	788057796	ERP189200	ERS29072676	ERR16916717
Weissella_confusa_MQ_bin.3.DO_IRD_Fa_MM2_1.strict.fa	Wei.con_MQ_FMM1	bin.3.DO_IRD_Fa_MM2_1.strict	couscous	couscous	FMM1	DO_IRD_Fa_MM2_1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	76	3.04	1079.86	MQ	19311	263.3493113	1691633	0.45	1815	317	78401	1826718634	ERP189200	ERS29072676	ERR16916717
Weissella_confusa_MQ_bin.3.DO_IRD_Fa_So2_3.strict.fa	Wei.con_MQ_FSo03	bin.3.DO_IRD_Fa_So2_3.strict	couscous	couscous	FSo03	DO_IRD_Fa_So2_3	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	80.11	1.86	508.12	MQ	21668	267.3784079	1704727	0.45	1834	291	76554	866205328	ERP189200	ERS29072676	ERR16916717
Weissella_confusa_MQ_bin.3.DO_IRD_Fa_So2_4.strict.fa	Wei.con_MQ_FSo04	bin.3.DO_IRD_Fa_So2_4.strict	couscous	couscous	FSo04	DO_IRD_Fa_So2_4	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	54.1	0.23	957.71	MQ	19733	265.0544	1158508	0.45	1250	200	49745	1109511996	ERP189200	ERS29072676	ERR16916717
Weissella_confusa_MQ_bin.4.DO_IRD_Fa_Ma2_1.strict.fa	Wei.con_MQ_FMa01	bin.4.DO_IRD_Fa_Ma2_1.strict	couscous	couscous	FMa01	DO_IRD_Fa_Ma2_1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	71.46	0.39	465.75	MQ	25270	282.3407521	1276870	0.45	1303	141	122461	594701579	ERP189200	ERS29072677	ERR16916718
Weissella_confusa_MQ_bin.4.DO_IRD_Fa_MM1_1.strict.fa	Wei.con_MQ_RMM1	bin.4.DO_IRD_Fa_MM1_1.strict	couscous	couscous	RMM1	DO_IRD_Fa_MM1_1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	85.17	1.89	9.98	MQ	25356	291.7289541	1546378	0.45	1568	112	88239	15425537	ERP189200	ERS29072677	ERR16916718
Weissella_confusa_MQ_bin.4.DO_IRD_Fa_MM1_3.strict.fa	Wei.con_MQ_RMM3	bin.4.DO_IRD_Fa_MM1_3.strict	couscous	couscous	RMM3	DO_IRD_Fa_MM1_3	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	81.75	1.34	144.59	MQ	38950	293.2140615	1587649	0.45	1593	120	116213	229555219	ERP189200	ERS29072677	ERR16916718
Weissella_confusa_MQ_bin.5.DO_IRD_Fa_MM1_2.strict.fa	Wei.con_MQ_RMM2	bin.5.DO_IRD_Fa_MM1_2.strict	couscous	couscous	RMM2	DO_IRD_Fa_MM1_2	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	88.36	2.59	27.48	MQ	37586	297.3201676	1680861	0.45	1671	100	128250	46190017	ERP189200	ERS29072677	ERR16916718
Weissella_confusa_MQ_bin.7.DO_IRD_Fa_Ma2_4.strict.fa	Wei.con_MQ_FMa04	bin.7.DO_IRD_Fa_Ma2_4.strict	couscous	couscous	FMa04	DO_IRD_Fa_Ma2_4	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	83.88	4.26	462.46	MQ	27713	280.7184059	1842939	0.45	1907	217	111594	852286797	ERP189200	ERS29072678	ERR16916719
Weissella_confusa_MQ_bin.9.DO_IRD_Fa_MM2_2.strict.fa	Wei.con_MQ_FMM2	bin.9.DO_IRD_Fa_MM2_2.strict	couscous	couscous	FMM2	DO_IRD_Fa_MM2_2	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	76.98	4.01	1075.42	MQ	12376	252.7578288	1724255	0.45	1916	416	83110	1854303122	ERP189200	ERS29072678	ERR16916719
Weissella_paramesenteroides_HQ_bin.6.DO_IRD_Fa_MM1_2.strict.fa	Wei.par_HQ_RMM2	bin.6.DO_IRD_Fa_MM1_2.strict	couscous	couscous	RMM2	DO_IRD_Fa_MM1_2	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella paramesenteroides	93.19	0.59	6.72	HQ	19544	281.9784703	1712312	0.38	1765	184	90755	11513980	ERP189200	ERS29072678	ERR16916719
Weissella_paramesenteroides_MQ_bin.1.DO_IRD_Fa_So2_2.strict.fa	Wei.par_MQ_FSo02	bin.1.DO_IRD_Fa_So2_2.strict	couscous	couscous	FSo02	DO_IRD_Fa_So2_2	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella paramesenteroides	87.24	5.38	16.77	MQ	14116	261.1960258	1681166	0.39	1862	363	83954	28200164	ERP189200	ERS29072678	ERR16916719
Weissella_paramesenteroides_MQ_bin.1.DO_IRD_Fa_So2_4.strict.fa	Wei.par_MQ_FSo04	bin.1.DO_IRD_Fa_So2_4.strict	couscous	couscous	FSo04	DO_IRD_Fa_So2_4	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella paramesenteroides	85.15	2.95	16.81	MQ	14160	263.399446	1645760	0.38	1805	325	84184	27671205	ERP189200	ERS29072678	ERR16916719
